Extruder 1 current,Extruder speed,Extruder 1 head pressure,Extruder 1 head temperature,Calender 1 current,Calender 1 speed,Calender 1 film temperature,Calender 1 drive side roller distance,Calender 1 operation side roller distance,"Calender 1 drive side
Upper chamber pressure","Calvestor 1 drive side
Lower chamber pressure ","Calender 1 operating side
Upper chamber pressure ","Calves 1 operating side
Lower chamber pressure",calender width,Thickness measurement drive side,thickness measurement operation side
334.51,18.4,3.44,88.76,41.32,15.7,101.82,1.29,1.28,46.72,43,37.75,44.47,719.3,1.22,1.29
334.44,18.39,3.44,88.76,41.36,15.7,101.83,1.28,1.28,44.12,40.06,36.09,42.78,720.1,1.22,1.29
342.98,18.34,3.45,88.76,41.37,15.7,101.65,1.28,1.28,45.58,41.87,37.84,44.36,719,1.22,1.29
336.3,18.43,3.45,88.76,41.34,15.7,101.89,1.29,1.28,46.11,42.07,37.22,44.1,718.7,1.22,1.29
324.8,18.44,3.46,88.76,41.35,15.7,101.94,1.28,1.28,46.53,42.53,37.74,44.65,719,1.22,1.28
328.31,18.37,3.46,88.76,41.32,15.7,101.61,1.29,1.28,45.41,41.55,36.39,43.47,718.6,1.22,1.28
339.08,18.44,3.45,88.76,41.33,15.7,101.6,1.29,1.28,47.23,42.92,38.07,44.76,719.4,1.22,1.28
328.16,18.44,3.45,88.76,41.39,15.7,101.73,1.28,1.28,42.12,37.98,32.01,39.74,719.6,1.22,1.28
325.13,18.39,3.45,88.76,41.4,15.7,101.72,1.29,1.28,45.85,41.86,36.87,43.95,719.2,1.22,1.28
336.3,18.33,3.45,88.76,41.42,15.7,101.66,1.29,1.28,45.58,41.75,36.77,43.67,720,1.22,1.28
331.67,18.42,3.45,88.76,41.38,15.7,101.92,1.28,1.28,47.49,44.03,39.31,46.27,719.9,1.22,1.28
325.64,18.41,3.45,88.76,41.38,15.7,102,1.29,1.28,46.9,42.88,37.94,45.03,719.6,1.22,1.29
334.99,18.34,3.44,88.76,41.3,15.7,101.65,1.29,1.28,41.8,37.6,32.95,39.2,719.9,1.22,1.29
333.93,18.4,3.44,88.76,41.21,15.7,101.65,1.29,1.28,44.47,40.25,35.39,41.75,719.3,1.22,1.29
326.26,18.43,3.44,88.76,41.14,15.7,101.86,1.28,1.28,46.01,42.4,37.44,44.14,719.1,1.22,1.28
329.55,18.36,3.44,88.77,41.11,15.7,101.66,1.28,1.28,42.83,38.95,34.41,40.94,719.4,1.21,1.28
343.16,18.33,3.44,88.77,41.15,15.7,101.65,1.28,1.28,45.83,41.48,36.77,43.44,719.1,1.21,1.28
332.51,18.43,3.44,88.77,41.21,15.7,101.99,1.28,1.28,38.12,35.33,30.33,37.29,719.8,1.21,1.28
323.75,18.43,3.45,88.77,41.29,15.7,101.84,1.29,1.28,43.72,39.51,35.1,41.55,720,1.21,1.28
327.51,18.37,3.45,88.76,41.27,15.7,101.59,1.28,1.28,45.04,41.09,36.58,43.08,719.4,1.21,1.28
327.03,18.39,3.45,88.76,41.21,15.7,101.81,1.28,1.28,46.64,42.92,38.21,44.71,720.2,1.22,1.29
327.21,18.38,3.44,88.76,41.11,15.7,101.92,1.28,1.28,45.95,42.27,37.54,44.09,719.9,1.22,1.29
329.18,18.38,3.44,88.76,41.08,15.7,101.64,1.28,1.28,45.21,41.34,36.87,43.36,719.4,1.22,1.29
341.52,18.33,3.44,88.76,41.01,15.7,101.7,1.29,1.28,45.8,41.86,37.28,43.77,719.7,1.22,1.29
336.3,18.42,3.44,88.76,41.03,15.7,101.94,1.29,1.28,47.05,43.5,38.37,45.23,718.9,1.22,1.28
334.84,18.39,3.45,88.76,41.07,15.7,101.61,1.29,1.28,41.57,37,32.3,38.51,718.7,1.22,1.28
342.98,18.35,3.45,88.76,41.16,15.7,101.48,1.29,1.28,46.43,42.4,37.75,44.25,719.3,1.22,1.28
336.67,18.42,3.45,88.76,41.2,15.7,101.75,1.29,1.28,46.48,42.6,37.9,44.55,718.8,1.22,1.28
331.85,18.4,3.45,88.76,41.2,15.7,101.73,1.28,1.28,45.4,41.74,37,43.53,719.4,1.22,1.28
343.53,18.33,3.44,88.76,41.15,15.7,101.52,1.28,1.28,46.76,42.59,38.19,44.49,719.8,1.22,1.28
340.79,18.42,3.44,88.76,41.11,15.7,101.79,1.28,1.28,42.11,39.36,32.98,40.11,719.3,1.22,1.28
327.51,18.44,3.45,88.76,41.1,15.7,101.98,1.29,1.28,46.31,42.02,37.72,43.92,720.2,1.22,1.29
335.28,18.35,3.45,88.77,41.15,15.7,101.62,1.28,1.28,44.65,40.7,36.38,42.85,720,1.22,1.29
343.86,18.35,3.45,88.76,41.15,15.7,101.57,1.29,1.28,45.08,41.48,37.28,43.92,719.5,1.22,1.28
335.02,18.43,3.45,88.76,41.17,15.7,101.88,1.28,1.28,44.65,40.92,36.45,42.88,719.9,1.22,1.28
339.08,18.36,3.45,88.76,41.23,15.7,101.82,1.28,1.28,45.07,41.48,36.54,43.15,719.5,1.22,1.28
347.25,18.35,3.46,88.76,41.31,15.7,101.74,1.29,1.28,46.3,41.87,37.2,43.76,719.7,1.21,1.28
344.19,18.4,3.47,88.76,41.4,15.7,101.98,1.29,1.28,47.37,43.27,39.17,45.54,720.7,1.21,1.28
339.29,18.41,3.47,88.76,41.44,15.7,101.99,1.28,1.28,47.06,43.39,38.73,45.77,720.1,1.21,1.28
347.07,18.39,3.47,88.76,41.49,15.7,101.66,1.29,1.28,45.88,42.01,37.48,44.4,720.6,1.21,1.28
348.05,18.43,3.47,88.76,41.52,15.7,101.73,1.28,1.28,51.9,46.92,42.06,48.81,721,1.22,1.28
337.4,18.43,3.47,88.76,41.64,15.7,102.08,1.28,1.28,45.63,41.37,36.8,43.56,720.1,1.22,1.28
341.38,18.37,3.48,88.76,41.72,15.7,101.92,1.29,1.28,45.92,41.65,37.26,43.98,720.6,1.22,1.29
344.15,18.38,3.47,88.76,41.76,15.7,101.77,1.28,1.28,47.49,43.71,39.05,46.46,719.8,1.22,1.28
342.18,18.41,3.47,88.76,41.76,15.7,102.06,1.28,1.28,45.71,41.43,36.56,43.61,719.1,1.21,1.28
337.62,18.4,3.48,88.76,41.79,15.7,102.06,1.28,1.28,32.88,27.79,22.93,29.6,720.1,1.21,1.28
342.29,18.37,3.49,88.76,41.86,15.7,101.78,1.28,1.28,45.17,40.47,36.26,43.33,719.6,1.21,1.28
331.23,18.44,3.49,88.76,41.99,15.7,101.88,1.28,1.28,46.88,42.06,37.42,44.62,719.5,1.21,1.28
319.44,18.44,3.49,88.76,42.07,15.7,102.03,1.28,1.28,56.5,54.83,45.17,53.07,720.2,1.21,1.28
321.99,18.38,3.47,88.76,42.02,15.7,101.83,1.29,1.28,46.27,41.79,36.85,44.44,719.2,1.21,1.28
330.1,18.36,3.46,88.76,41.94,15.7,101.99,1.29,1.28,43.63,37.94,34.97,41.13,719.8,1.21,1.28
322.47,18.43,3.45,88.76,41.88,15.7,102.29,1.28,1.28,48.94,44.91,40.07,47.6,719.8,1.22,1.28
323.56,18.38,3.45,88.76,41.83,15.7,102.17,1.29,1.28,42.74,35.12,32.21,38.7,719.3,1.22,1.28
329.26,18.37,3.45,88.76,41.74,15.7,101.88,1.29,1.28,46.19,41.91,37.65,44.95,719.6,1.22,1.28
327.36,18.41,3.46,88.76,41.68,15.7,102.03,1.29,1.28,52.48,49.07,45.11,51.94,719,1.21,1.28
323.78,18.4,3.46,88.76,41.64,15.7,102.18,1.29,1.28,42.77,38.89,35.43,41.39,718.5,1.21,1.28
331.63,18.34,3.46,88.76,41.67,15.7,101.91,1.28,1.28,34.1,29.69,25.97,32.4,719.5,1.21,1.28
329.59,18.41,3.46,88.76,41.73,15.7,102,1.28,1.28,46.65,42.1,37.51,44.6,718.9,1.21,1.28
316.88,18.44,3.47,88.76,41.81,15.7,102.26,1.28,1.28,52.51,47.93,45.49,52.17,719.1,1.21,1.28
317.69,18.38,3.47,88.76,41.82,15.7,101.96,1.28,1.28,47.4,42.98,37.96,45.35,719.7,1.22,1.28
328.13,18.34,3.47,88.76,41.76,15.7,101.82,1.28,1.28,49.3,45.13,40.31,47.24,719.4,1.22,1.28
320.86,18.43,3.47,88.76,41.7,15.7,102.05,1.29,1.28,45.26,41.12,36.5,43.83,720.1,1.22,1.29
322.51,18.38,3.47,88.76,41.68,15.7,101.99,1.29,1.28,46.9,42.21,37.59,44.58,720.1,1.22,1.29
330.68,18.34,3.47,88.76,41.71,15.7,101.76,1.29,1.28,45.2,40.77,36.21,43.68,719,1.22,1.29
329.51,18.41,3.48,88.77,41.77,15.7,101.97,1.29,1.28,43.76,39.85,35.06,42.57,719.6,1.22,1.29
320.53,18.43,3.48,88.76,41.81,15.7,102.13,1.29,1.28,46.93,41.84,35.62,42.6,719.4,1.22,1.29
323.38,18.37,3.48,88.76,41.86,15.7,101.79,1.29,1.28,47.75,43.1,38.62,45.92,719.2,1.22,1.29
331.96,18.35,3.47,88.77,41.89,15.7,101.84,1.28,1.28,46.18,42.13,37,44.67,720.2,1.22,1.29
328.35,18.41,3.47,88.77,41.88,15.7,102.1,1.29,1.28,45.43,41.15,36.26,43.85,720.1,1.22,1.29
326.81,18.39,3.47,88.76,41.83,15.7,101.84,1.28,1.28,46.69,41.99,37.03,44.33,720.3,1.22,1.29
336.27,18.35,3.47,88.77,41.8,15.7,101.8,1.29,1.28,45.43,40.83,36.54,43.65,720.6,1.23,1.29
322.07,18.42,3.47,88.76,41.88,15.7,102.11,1.28,1.28,47.41,42.44,37.8,44.81,719.6,1.23,1.3
322.07,18.42,3.47,88.76,41.88,15.7,102.11,1.28,1.28,47.41,42.44,37.8,44.81,719.6,1.23,1.3
329.22,18.35,3.47,88.76,41.89,15.7,101.74,1.29,1.28,48.58,44.88,40.28,47.52,719.5,1.23,1.3
333.31,18.38,3.47,88.76,41.84,15.7,101.77,1.28,1.28,46.61,42.29,37.19,44.61,718.5,1.23,1.29
321.05,18.44,3.47,88.76,41.83,15.7,101.89,1.28,1.28,45.85,41.27,36.58,43.66,719,1.23,1.29
328.64,18.35,3.47,88.76,41.81,15.7,101.63,1.28,1.28,44.53,39.63,36.26,43.11,719.1,1.22,1.29
342.51,18.32,3.47,88.76,41.78,15.7,101.73,1.28,1.28,45.72,40.83,36.59,43.33,718.8,1.22,1.29
334.66,18.43,3.46,88.76,41.81,15.7,101.94,1.29,1.28,59.15,55.22,49.33,57.35,719.9,1.22,1.29
324.55,18.43,3.46,88.76,41.83,15.7,101.73,1.29,1.28,46.21,41.98,37.4,44.42,719.4,1.22,1.29
331.37,18.36,3.46,88.76,41.79,15.7,101.63,1.29,1.28,47.18,42.6,38.19,45.17,719.4,1.23,1.29
329.84,18.41,3.46,88.77,41.78,15.7,101.8,1.28,1.28,45.72,41.85,37.3,44.49,720.1,1.23,1.29
320.97,18.43,3.46,88.77,41.73,15.7,101.82,1.29,1.28,45.82,41.65,37.07,44.15,719.3,1.23,1.29
325.9,18.37,3.45,88.77,41.59,15.7,101.69,1.28,1.28,29.14,25.41,21.3,28.17,719.7,1.23,1.29
334.37,18.35,3.45,88.77,41.48,15.7,101.91,1.29,1.28,43.28,38.73,34.55,41.25,719.7,1.23,1.29
332.54,18.4,3.45,88.77,41.47,15.7,102.03,1.29,1.28,46.99,42.76,38.02,44.82,718.7,1.22,1.29
334.73,18.37,3.47,88.76,41.55,15.7,101.67,1.28,1.28,46.39,41.83,37.61,44.55,719.6,1.22,1.29
342.62,18.37,3.47,88.76,41.72,15.7,101.64,1.28,1.28,46.23,41.75,37.16,43.89,720.1,1.22,1.29
331.3,18.43,3.47,88.76,41.81,15.7,101.88,1.29,1.28,38.54,34.31,30,36.39,719.6,1.22,1.29
327.14,18.4,3.47,88.76,41.86,15.7,101.73,1.28,1.28,44.42,40.03,35.29,42.21,720.8,1.22,1.29
336.81,18.34,3.47,88.76,41.78,15.7,101.69,1.29,1.28,43.79,39.62,34.84,41.65,720.1,1.22,1.29
327.87,18.43,3.46,88.76,41.68,15.7,102.06,1.29,1.28,46.43,42.31,37.71,44.46,720.2,1.23,1.29
328.82,18.36,3.45,88.76,41.6,15.7,102.15,1.29,1.28,45.79,41.54,37.58,44.09,720.7,1.23,1.3
328.82,18.36,3.45,88.76,41.5,15.7,101.76,1.28,1.28,47.05,42.79,37.93,44.18,719.8,1.23,1.3
338.05,18.36,3.44,88.76,41.44,15.7,101.81,1.28,1.28,45.82,42.07,37.26,44.09,719.4,1.23,1.29
329.73,18.43,3.45,88.77,41.44,15.7,102.01,1.28,1.28,46.31,42.4,37.9,44.95,719.6,1.23,1.29
332.58,18.37,3.46,88.76,41.52,15.7,101.74,1.28,1.28,45.43,41.01,36.68,43.38,719,1.22,1.29
343.57,18.34,3.47,88.76,41.64,15.7,101.83,1.28,1.28,45.75,41.4,36.95,43.39,719.8,1.22,1.29
325.97,18.41,3.48,88.76,41.7,15.7,102.17,1.29,1.28,44.5,40.41,35.53,42.78,719.9,1.22,1.29
325.97,18.41,3.48,88.76,41.68,15.7,101.97,1.29,1.28,47.75,43.19,38.73,45.68,719.5,1.22,1.29
333.38,18.35,3.47,88.76,41.63,15.7,101.85,1.28,1.28,43.67,39.49,35.23,41.99,720.5,1.22,1.29
341.67,18.36,3.46,88.76,41.57,15.7,102.12,1.28,1.28,46.2,41.51,37.03,43.88,720.2,1.23,1.29
335.02,18.42,3.46,88.76,41.64,15.7,102.28,1.28,1.28,44.37,40.21,35.91,42.53,720,1.23,1.3
339.92,18.35,3.47,88.77,41.76,15.7,102.02,1.29,1.28,47.69,43.6,39.07,46.35,720.6,1.23,1.29
346.89,18.37,3.48,88.77,41.8,15.7,102.1,1.29,1.28,45.04,40.22,36.03,42.86,719.1,1.22,1.29
333.42,18.45,3.49,88.76,41.86,15.7,102.28,1.29,1.28,45.66,41.21,36.57,43.83,719.2,1.22,1.29
332.36,18.39,3.48,88.76,41.84,15.7,102.05,1.28,1.28,45.17,40.35,35.74,42.94,719.7,1.22,1.29
342.87,18.34,3.47,88.77,41.83,15.7,101.77,1.29,1.28,48.1,43.54,38.93,46.19,719,1.22,1.29
332.21,18.44,3.47,88.77,41.81,15.7,101.95,1.28,1.28,41.81,37.39,32.51,39.71,719.8,1.22,1.29
323.09,18.43,3.47,88.77,41.83,15.7,102.04,1.28,1.28,45.07,40.02,35.71,42.69,719.7,1.22,1.29
326.78,18.36,3.46,88.76,41.82,15.7,101.81,1.29,1.28,44.87,40.38,35.88,42.93,719,1.22,1.29
335.32,18.36,3.46,88.77,41.77,15.7,102.05,1.29,1.28,45.72,41.07,36.6,43.52,720.1,1.23,1.29
332.54,18.4,3.46,88.77,41.83,15.7,102.29,1.29,1.28,49.01,45.31,40.29,47.84,719.6,1.23,1.29
340.61,18.35,3.48,88.77,41.82,15.7,101.82,1.28,1.28,46.57,42.21,37.21,44.43,719,1.22,1.29
340.61,18.35,3.48,88.77,41.82,15.7,101.82,1.28,1.28,46.57,42.21,37.21,44.43,719,1.22,1.29
339.55,18.4,3.48,88.76,41.78,15.7,102.04,1.28,1.28,45.05,40.58,35.79,43.05,718.3,1.22,1.29
339.33,18.38,3.48,88.76,41.84,15.7,102.03,1.29,1.28,46.15,41.32,36.54,44.26,718.8,1.22,1.29
350.06,18.33,3.48,88.76,41.96,15.7,101.82,1.28,1.28,46.36,41.79,35.86,43.05,719.3,1.22,1.29
341.01,18.44,3.48,88.76,42.04,15.7,102.03,1.29,1.28,49.4,44.8,39.69,47.23,719.1,1.22,1.29
329.55,18.44,3.47,88.76,42.04,15.7,102.07,1.28,1.28,50.46,46.28,40.7,48.02,719.8,1.22,1.29
336.23,18.35,3.47,88.77,42.01,15.7,101.73,1.28,1.28,45.95,41.49,36.8,44.31,719.9,1.22,1.29
340.24,18.38,3.46,88.77,41.95,15.7,101.77,1.28,1.28,62.3,55.04,51.72,57.29,719.4,1.22,1.29
332,18.43,3.47,88.77,41.94,15.7,102.05,1.28,1.28,45.82,41.13,36.46,43.74,720.3,1.23,1.29
328.31,18.39,3.47,88.77,41.93,15.7,101.92,1.28,1.28,56.05,51.31,46.09,53.87,719.7,1.23,1.29
338.16,18.35,3.48,88.77,41.89,15.7,101.83,1.28,1.28,43.97,39.06,34.31,41.86,719.2,1.22,1.29
333.97,18.42,3.48,88.77,41.94,15.7,102.05,1.29,1.28,46.12,41.68,36.47,44.05,719.6,1.22,1.29
326.12,18.43,3.48,88.77,42,15.7,102.07,1.29,1.28,44.78,38.94,33.53,40.4,719,1.22,1.29
333.64,18.34,3.48,88.77,42.12,15.7,101.7,1.28,1.28,45.27,39.8,34.33,41.54,719.4,1.22,1.29
332.65,18.42,3.48,88.77,42.13,15.7,102.06,1.28,1.28,59.3,50.91,49.24,55.47,719.3,1.22,1.29
332.65,18.42,3.48,88.77,42.13,15.7,102.06,1.28,1.28,59.3,50.91,49.24,55.47,719.3,1.22,1.29
336.81,18.37,3.48,88.77,42.12,15.7,101.81,1.29,1.28,45.34,40.23,35.55,42.94,720,1.22,1.29
334.59,18.41,3.48,88.77,42.09,15.7,101.95,1.28,1.28,43.56,39.21,34.41,41.84,720.1,1.23,1.29
335.24,18.39,3.48,88.77,42.1,15.7,102.21,1.28,1.28,46.78,42.06,37.1,45.04,719.4,1.23,1.29
332.36,18.39,3.48,88.77,42.12,15.7,102.12,1.28,1.28,45.2,40.02,35.48,42.78,720.1,1.23,1.29
338.46,18.36,3.48,88.77,42.12,15.7,101.83,1.28,1.28,44.86,39.72,35.26,42.6,719.4,1.23,1.29
337.14,18.4,3.47,88.77,42.09,15.7,102.04,1.29,1.28,45.3,40.83,35.83,43.95,719.2,1.22,1.29
333.35,18.41,3.48,88.77,42.13,15.7,102.13,1.28,1.28,50.54,46.22,41.64,48.86,720.3,1.22,1.29
332.87,18.38,3.48,88.77,42.13,15.7,101.93,1.28,1.28,48.25,43.25,38.06,45.87,719.5,1.22,1.29
333.89,18.39,3.48,88.77,42.18,15.7,102.07,1.29,1.28,45.01,40.68,35.83,43.34,720,1.22,1.29
327.21,18.43,3.48,88.77,42.16,15.7,102.29,1.29,1.28,44.45,39.44,35.08,42.63,720.5,1.22,1.29
323.38,18.39,3.48,88.77,42.16,15.7,101.98,1.28,1.28,47.72,43.04,38.46,45.98,720,1.23,1.29
333.49,18.35,3.47,88.77,42.12,15.7,102,1.28,1.28,36.35,31.63,27.52,34.35,720.6,1.23,1.29
328.89,18.42,3.47,88.77,42.1,15.7,102.3,1.29,1.28,44.38,39.87,35.59,42.73,720.6,1.23,1.3
324.62,18.4,3.47,88.77,42.08,15.7,102.33,1.28,1.28,48.2,43.24,38.79,46.22,719.6,1.23,1.3
336.41,18.33,3.47,88.77,41.97,15.7,102.08,1.29,1.28,44.26,39.19,34.73,41.76,720.2,1.23,1.3
340.39,18.38,3.46,88.77,41.91,15.7,102.28,1.29,1.28,46.69,41.4,37.06,44.28,719.4,1.23,1.29
332,18.42,3.47,88.77,41.92,15.7,102.36,1.29,1.28,56.19,52.4,48.03,55.04,719.3,1.23,1.29
338.2,18.36,3.48,88.77,42.02,15.7,101.99,1.29,1.28,47.46,43.06,38.42,46.37,719.9,1.23,1.29
341.92,18.37,3.48,88.77,42.11,15.7,102.01,1.29,1.28,46.68,41.61,37.1,44.4,719.4,1.23,1.29
334.33,18.42,3.49,88.77,42.22,15.7,102.22,1.29,1.28,46.78,41.99,37.33,45.03,719.5,1.23,1.29
336.56,18.37,3.49,88.77,42.19,15.7,101.98,1.28,1.28,45.4,40.51,36.27,43.36,719.7,1.23,1.29
346.12,18.35,3.48,88.77,42.17,15.7,101.95,1.29,1.28,51.04,47.12,42.2,49.83,719.4,1.23,1.3
335.83,18.44,3.48,88.77,42.09,15.7,102.23,1.28,1.28,46.2,41.36,36.87,44.29,719.5,1.23,1.3
325.53,18.43,3.48,88.77,42.08,15.7,102.15,1.29,1.28,44.72,40.37,36.06,43.68,719.4,1.23,1.3
331.23,18.36,3.47,88.77,41.97,15.7,101.94,1.28,1.28,46.48,41.71,36.89,44.26,718.6,1.23,1.3
340.72,18.36,3.47,88.77,41.97,15.7,102,1.29,1.28,44.06,39.22,35.05,42.29,719,1.23,1.3
335.06,18.41,3.47,88.77,42.01,15.7,102.17,1.29,1.28,42.79,37.81,33.22,40.66,719,1.23,1.29
338.38,18.36,3.48,88.77,42.1,15.7,101.91,1.28,1.28,45.4,40.74,35.97,43.37,719,1.23,1.29
348.24,18.35,3.48,88.77,42.15,15.7,102.05,1.29,1.28,44.77,39.73,35.55,42.76,720,1.23,1.29
338.35,18.4,3.48,88.77,42.13,15.7,102.27,1.29,1.28,47.02,42.1,37.75,44.49,719.7,1.23,1.29
335.06,18.4,3.48,88.77,42.1,15.7,101.93,1.28,1.28,47.49,42.76,37.83,45.15,720,1.23,1.29
340.86,18.36,3.48,88.78,42,15.7,101.81,1.28,1.28,49.24,44.92,39.67,46.95,720.7,1.23,1.3
338.89,18.42,3.47,88.77,41.97,15.7,102.09,1.28,1.28,47.81,43,38.35,45.6,720.2,1.23,1.3
326.34,18.43,3.47,88.77,41.94,15.7,102.18,1.29,1.28,48.88,44.37,39.76,47.21,720.2,1.23,1.3
333.93,18.35,3.46,88.77,41.89,15.7,101.92,1.29,1.28,45.62,40.91,36.47,43.33,719.9,1.23,1.3
337.25,18.39,3.46,88.78,41.83,15.7,102.08,1.29,1.28,45.68,40.99,36.62,43.69,719.2,1.23,1.3
332.94,18.4,3.46,88.77,41.81,15.7,102.22,1.28,1.28,31.01,27.31,23.84,30.42,720.1,1.23,1.29
335.24,18.38,3.46,88.77,41.79,15.7,101.98,1.28,1.28,47.63,43.38,38.75,46.52,719.6,1.23,1.29
340.79,18.36,3.47,88.77,41.81,15.7,101.93,1.29,1.28,46.82,42.46,37.83,45.18,719.6,1.23,1.29
334.99,18.43,3.47,88.77,41.78,15.7,102.17,1.29,1.28,44.21,39.57,35.34,42.33,720.4,1.23,1.29
325.79,18.42,3.47,88.77,41.81,15.7,102,1.29,1.28,46.72,42.08,37.01,44.52,719.9,1.23,1.29
337.8,18.33,3.47,88.77,41.78,15.7,101.84,1.29,1.28,47.6,42.82,38.01,45.12,719.8,1.23,1.3
341.38,18.38,3.46,88.78,41.78,15.7,102.15,1.28,1.28,46.23,41.41,36.83,43.88,720.4,1.23,1.3
327.83,18.45,3.46,88.78,41.78,15.7,102.18,1.29,1.28,46.62,42.01,37.59,44.37,719.6,1.23,1.3
328.16,18.38,3.46,88.77,41.68,15.7,101.72,1.28,1.28,39.83,34.61,29.99,37.03,719.7,1.23,1.3
342.54,18.32,3.45,88.77,41.54,15.7,101.73,1.29,1.28,45.4,40.98,36.45,43.63,719.4,1.23,1.3
339.77,18.41,3.45,88.77,41.51,15.7,101.95,1.29,1.28,45.5,41.32,36.82,43.83,718.9,1.23,1.3
339.59,18.38,3.46,88.78,41.55,15.7,101.74,1.28,1.28,45.16,41.27,36.54,43.8,719.6,1.23,1.3
349.62,18.35,3.47,88.78,41.62,15.7,101.72,1.29,1.28,44.09,39.42,35.31,42.6,719.6,1.23,1.3
338.86,18.44,3.48,88.78,41.77,15.7,101.95,1.28,1.28,36.76,32.37,28.07,34.98,719.3,1.23,1.29
321.12,18.48,3.49,88.78,41.84,15.7,101.96,1.28,1.28,45.7,41.13,36.42,43.47,719.9,1.23,1.29
325.02,18.36,3.48,88.77,41.82,15.7,101.63,1.28,1.28,44.84,40.41,35.58,43.02,719.6,1.23,1.3
333.67,18.36,3.46,88.77,41.71,15.7,101.79,1.28,1.28,46.64,41.96,37.57,44.62,720,1.23,1.3
323.02,18.42,3.46,88.77,41.64,15.7,102,1.29,1.28,47.78,43.44,38.31,45.74,720.3,1.23,1.3
330.13,18.36,3.45,88.77,41.54,15.7,101.68,1.29,1.28,50.68,46.77,41.97,49.25,719.6,1.23,1.3
334.66,18.37,3.46,88.77,41.51,15.7,101.79,1.29,1.28,47.43,43.09,38.61,45.77,719.9,1.23,1.29
322.61,18.44,3.46,88.77,41.56,15.7,102.09,1.28,1.28,47.21,43.34,38.72,45.81,720.1,1.23,1.29
326.26,18.37,3.47,88.77,41.62,15.7,101.83,1.29,1.28,45.41,41.29,36.46,43.89,719.8,1.23,1.29
336.16,18.34,3.46,88.77,41.64,15.7,101.57,1.28,1.28,45.85,41.6,37.31,44.13,720.8,1.23,1.29
334.37,18.39,3.45,88.77,41.61,15.7,101.69,1.28,1.28,40.38,34.97,30.36,37.6,720.4,1.23,1.29
331.12,18.4,3.46,88.77,41.58,15.7,101.85,1.29,1.28,46.72,42.69,37.8,44.91,720.1,1.23,1.29
333.64,18.38,3.46,88.77,41.51,15.7,101.64,1.29,1.28,44.69,40.79,35.99,43.5,720.7,1.23,1.29
340.57,18.36,3.46,88.77,41.48,15.7,101.74,1.29,1.28,44.12,40.54,35.95,43.01,720,1.23,1.3
336.12,18.41,3.46,88.77,41.48,15.7,102.01,1.28,1.28,50.71,46.69,42.04,48.91,720.2,1.23,1.3
338.53,18.37,3.47,88.77,41.49,15.7,101.74,1.29,1.28,37.31,33.53,28.21,35.13,719.6,1.23,1.29
353.68,18.32,3.47,88.77,41.57,15.7,101.5,1.29,1.27,48.01,43.16,38.58,45.37,718.8,1.23,1.29
343.64,18.44,3.48,88.77,41.62,15.7,101.71,1.28,1.28,60.76,58.88,54.89,61.92,719.1,1.23,1.29
336.85,18.41,3.48,88.78,41.72,15.7,101.7,1.28,1.28,45.68,41.13,36.54,43.41,719.4,1.23,1.29
344.11,18.35,3.47,88.78,41.73,15.7,101.51,1.28,1.28,47.18,42.53,37.94,45.2,719.3,1.22,1.29
340.61,18.41,3.47,88.78,41.72,15.7,101.73,1.29,1.28,37.79,34.17,30.45,37.58,720,1.22,1.29
332.36,18.42,3.47,88.78,41.66,15.7,101.92,1.29,1.28,44.68,40.52,35.71,42.99,720,1.22,1.29
337.62,18.36,3.47,88.78,41.65,15.7,101.69,1.29,1.28,47.23,43.28,38.49,45.72,720,1.23,1.29
337.25,18.39,3.46,88.78,41.64,15.7,101.63,1.29,1.28,46.19,41.12,37.1,43.62,720.6,1.23,1.29
321.99,18.47,3.46,88.78,41.63,15.7,101.85,1.28,1.28,44.08,39.82,35.36,42.52,720.5,1.23,1.29
312.5,18.44,3.46,88.78,41.6,15.7,101.85,1.28,1.28,50.83,47.76,43.56,50.94,720.2,1.23,1.29
319.29,18.35,3.45,88.78,41.49,15.7,101.67,1.28,1.28,45.8,41.65,36.98,44.31,720.3,1.22,1.29
323.27,18.39,3.45,88.78,41.4,15.7,101.82,1.29,1.28,45.17,41.03,36.55,43.69,719.6,1.22,1.29
321.34,18.38,3.45,88.77,41.38,15.7,101.99,1.28,1.28,43.6,39.85,35.56,42.68,720,1.22,1.29
327.8,18.36,3.45,88.77,41.38,15.7,101.74,1.28,1.28,45.63,41.55,37.18,44.06,720.3,1.22,1.29
327.03,18.39,3.45,88.78,41.39,15.7,101.65,1.29,1.28,44.37,38.97,35.31,41.84,720,1.22,1.29
323.71,18.41,3.45,88.78,41.39,15.7,101.9,1.28,1.28,47.86,44.05,38.99,46.52,720.2,1.22,1.29
323.24,18.39,3.45,88.78,41.38,15.7,101.79,1.28,1.28,51.47,47.66,42.22,49.2,720.2,1.22,1.29
328.27,18.37,3.45,88.78,41.37,15.7,101.72,1.28,1.28,47.33,43.28,38.48,45.44,719.7,1.23,1.29
332.21,18.37,3.45,88.78,41.32,15.7,102.03,1.28,1.28,46.97,43.37,37.9,45.33,720.2,1.23,1.29
328.75,18.4,3.45,88.78,41.28,15.7,102,1.28,1.28,50.42,43.99,39.6,45.66,719.6,1.23,1.29
331.23,18.37,3.45,88.78,41.22,15.7,101.73,1.28,1.28,46.22,41.31,37.29,43.73,719.2,1.22,1.29
332.1,18.4,3.45,88.78,41.17,15.7,101.76,1.28,1.28,46.82,42.47,37.94,45.24,719.6,1.22,1.29
